UZ~Stadt / Kreis~Sitz~Bundesland~Vergabe~Neuvergabe
A~Augsburg, Stadt und Kreis~Augsburg~BY~seit 1956~
AA~Ostalbkreis~Aalen~BW~seit 1956~
AB~Aschaffenburg, Stadt und Kreis~Aschaffenburg~BY~seit 1956~
ABG~Altenburger Land, Kreis~Altenburg~TH~seit 1991~
ABI~Anhalt-Bitterfeld, Kreis~Köthen (Anhalt)~ST~seit 2007~
AC~Aachen, Städteregion~Aachen~NW~seit 1956~
AD (aus.)~US-Army~~~bis 2005~
AE*~ehem. Kreis Auerbach (jetzt V)~Plauen~SN~1991-1996~seit 2012
AF (aus.)~US-Army~~~bis 2005~
AH*~ehem. Kreis Ahaus (jetzt BOR)~Borken~NW~1956-1974~seit 2013
AIB*~ehem. Kreis Bad Aibling (jetzt RO)~Rosenheim~BY~1956-1974~seit 2013
AIC~Aichach-Friedberg, Kreis~Aichach~BY~seit 1956~
AK~Altenkirchen Westerwald, Kreis~Altenkirchen~NW~seit 1956~
AL*~ehem. Kreis Altena (später LÜD, jetzt MK)~Lüdenscheid~NW~1956-1968~
ALF*~ehem. Kreis Alfeld/Leine (jetzt HI)~Hildesheim~NI~1956-1977~seit 2012
ALS*~ehem. Vogelsbergkreis in Alsfeld/Oberhessen (jetzt VB)~Lauterbach /Hessen~HE~1956-1979~
ALZ*~ehem. Kreis Alzenau/Unterfranken (jetzt AB)~Aschaffenburg~BY~1956-1973~seit 2013
AM~Amberg, Stadt~Amberg~BY~seit 1956~
AN~Ansbach, Stadt und Kreis~Ansbach~BY~seit 1956~
ANA*~ehem. Kreis Annaberg (jetzt ERZ)~Annaberg-Buchholz~SN~1991-2008~seit 2012
ANG*~ehem. Kreis Angermünde (jetzt UM)~Prenzlau~BB~1991-1993~seit 2014
ANK*~ehem. Kreis Vorpommern in Anklam (später OVP, jetzt VG)~Greifswald~BB~1991-1994~seit 2013
AÖ~Altötting, Kreis~Altötting~BY~seit 1956~
AP~Weimarer Land, Kreis~Apolda~TH~seit 1995~
APD*~ehem. Kreis Apolda (jetzt AP)~Apolda~TH~1991-1995~seit 2012
AR*~ehem. Kreis Arnsberg (später MES, jetzt HSK)~Meschede~NW~1956-1974~
ARN*~ehem. Kreis Arnstadt (jetzt IK)~Arnstadt~TH~1991-1995~seit 2012
ART*~ehem. Kreis Artern (jetzt KYF)~Sondershausen~TH~1991-1995~seit 2012
AS~Amberg-Sulzbach, Kreis~Amberg~BY~seit 1979~
ASD*~ehem. Kreis Aschendorf-Hümmling (jetzt EL)~Meppen~NI~1956-1977~
ASL*~ehem. Kreis Aschersleben-Staßfurt (jetzt SLK)~Bernburg~ST~1991-2007~seit 2012
ASZ*~ehem. Kreis Aue-Schwarzenberg (jetzt ERZ)~Annaberg-Buchholz~SN~1994-2008~seit 2012
AT*~ehem. Kreis Altentreptow (später DM, jetzt MSE)~Neubrandenburg~MV~1991-1994~seit 2013
AU*~ehem. Kreis Aue (später ASZ, jetzt ERZ)~Annaberg-Buchholz~SN~1991-1994~seit 2012
AUR~Aurich, Kreis~Aurich~NI~seit 1956~
AW~Ahrweiler, Kreis~Bad Neuenahr-Ahrweiler~RP~seit 1956~
AZ~Alzey-Worms, Kreis~Alzey~RP~seit 1956~
AZE*~ehem. Kreis Anhalt-Zerbst (aufgeteilt in ABI/JL/WB)~Zerbst~ST~1994-2007~seit 2012
~~~~~
B~Berlin, Bundeshauptstadt~Berlin~BE~seit 1956~
BA~Bamberg, Stadt und Kreis~Bamberg~BY~seit 1956~
BAD~Baden-Baden, Stadt~Baden-Baden~BW~seit 1956~
BAR~Barnim, Kreis~Eberswalde~BB~seit 1994~
BB~Böblingen, Kreis~Böblingen~BW~seit 1956~
BBG*~ehem. Kreis Bernburg (jetzt SLK)~Bernburg~ST~1991-2007~seit 2012
BC~Biberach, Kreis~Biberach/Riß~BW~seit 1956~
BCH*~ehem. Kreis Buchen (jetzt MOS)~Mosbach~BW~1956-1972~seit 2013
BE*~ehem. Kreis Beckum (jetzt WAF)~Warendorf~NW~1956-1974~seit 2014
BED*~ehem. Kreis Brand-Erbisdorf (jetzt FG)~Freiberg~SN~1991-1994~seit 2012
BEI*~ehem. Kreis Beilngries (später EIH, jetzt EI)~Eichstätt~BY~1956-1974~
BEL*~ehem. Kreis Belzig (jetzt PM)~Bad Belzig~BB~1991-1993~
BER*~ehem. Kreis Bernau (jetzt BAR)~Eberswalde~BB~1991-1993~seit 2013
BF*~ehem. Kreis Steinfurt in Burgsteinfurt (jetzt ST)~Steinfurt~NW~1956-1974~seit 2013
BGD*~ehem. Kreis Berchtesgaden (jetzt BGL)~Bad Reichenhall~BY~1956-1979~seit 2016
BGL~Berchtesgadener Land, Kreis~Bad Reichenhall~BY~seit 1979~
BH*~Bühl/Baden (jetzt RA)~Rastatt~BW~1956-1972~seit 2013
BI~Bielefeld, Stadt~Bielefeld~NW~seit 1956~
BID*~ehem. Kreis Biedenkopf (jetzt MR)~Marburg/Lahn~HE~1956-1974~seit 2013
BIN*~ehem. Kreis Bingen (jetzt MZ)~Ingelheim~RP~1956-1969~seit 2012
BIR~Birkenfeld/Nahe, Kreis~Idar-Oberstein~RP~seit 1956~
BIT~Eifelkreis Bitburg-Prüm~Bitburg~RP~seit 1956~
BIW*~ehem. Kreis Bischofswerda (jetzt BZ)~Bautzen~SN~1991-1994~seit 2012
BK~Börde, Kreis~Haldensleben~ST~seit 2007~
BK*~ehem. Kreis Backnang (jetzt WN & SHA)~Waiblingen~BW~1956-1972~seit 2013 WN;seit 2018 SHA
BKS*~ehem. Kreis Bernkastel (jetzt WIL)~Wittlich~RP~1956-1972~seit 2012
BL~Zollernalbkreis~Balingen~BW~seit 1956~
BLB*~ehem. Kreis Wittgenstein in Berleburg (jetzt SI)~Siegen~NW~1956-1974~seit 2012
BLKBOT~Burgenlandkreis~Naumburg~ST~seit 1994~
BM~Rhein-Erft-Kreis~Bergheim~NW~seit 1956~
BN~Bonn, Stadt~Bonn~NW~seit 1956~
BNA*~ehem. Kreis Borna (jetzt L)~Borna~SN~1991-1994~seit 2012
BÖ*~ehem. Bördekreis (jetzt BK)~Haldensleben~ST~1996-2007~seit 2012
BO~Bochum, Stadt~Bochum~NW~seit 1956~
BOG*~ehem. Kreis Bogen (jetzt SR)~Straubing~BY~1956-1974~seit 2018
BOH*~ehem. Kreis Bocholt (jetzt BOR)~Borken~NW~1956-1974~seit 2013
BOR~Borken, Kreis~Borken~NW~seit 1956~
BOT~Bottrop, Kreis~Bottrop~NW~seit 1956~
BR*~ehem. Kreis Bruchsal (jetzt KA)~Karlsruhe~BW~1956-1972~
BRA~Wesermarsch, Kreis~Brake/Unterweser~NI~seit 1956~
BRB~Brandenburg, Stadt~Brandenburg~BB~seit 1991~
BRG*~ehem. Kreis Burg (jetzt JL)~Burg~ST~1991-1994~seit 2012
BRI*~ehem. Kreis Brilon (später MES, jetzt HSK)~Meschede~NW~1956-1974~
BRK*~ehem. Kreis Bad Brückenau (jetzt KG)~Bad Kissingen~BY~1956-1973~seit 2013
BRL*~ehem. Kreis Blankenburg in Braunlage (jetzt GS)~Goslar~NI~1956-1972~seit 2012
BRV*~ehem. Kreis Bremervörde (jetzt ROW)~Rotenburg/Wümme~NI~1956-1977~seit 2012
BS~Braunschweig, Stadt~Braunschweig~NI~seit 1956~
BSB*~ehem. Kreis Bersenbrück (jetzt OS)~Osnabrück~NI~1956-1972~seit 2018
BSK*~ehem. Kreis Beeskow (jetzt LOS)~Beeskow~BB~1991-1993~seit 2017
BT~Bayreuth, Stadt und Kreis~Bayreuth~BY~seit 1956~
BTF*~ehem. Kreis Bitterfeld (jetzt ABI)~Köthen (Anhalt)~ST~1991-2007~seit 2012
BU*~ehem. Kreis Burgdorf (jetzt H)~Hannover~NI~1956-1974~
BÜD*~ehem. Kreis Büdingen (jetzt FB)~Friedberg (Hessen)~HE~1956-1972~seit 2013
BUL*~ehem. Kreis Burglengenfeld (jetzt SAD)~Schwandorf~BY~1956-1974~seit 2013
BÜR*~ehem. Kreis Büren (jetzt PB)~Paderborn~NW~1956-1974~seit 2014
BÜS~Gemeinde Büsingen/Hochrhein im Lkr. Konstanz~Konstanz~BW~seit 1968~
BÜZ*~ehem. Kreis Bützow (später GÜ, jetzt LRO)~Güstrow~MV~1991-1994~seit 2013
BZ~Bautzen, Kreis~Bautzen~SN~seit 1991~
BZA*~ehem. Kreis Bergzabern (jetzt SÜW)~Landau~RP~1956-1969~
~~~~~
C~Chemnitz, Stadt~Chemnitz~SN~seit 1991~
CA*~ehem. Kreis Calau (jetzt OSL)~Senftenberg~BB~1991-1993~seit 2013
CAS*~Castrop-Rauxel, Stadt (jetzt RE)~Recklinghausen~NW~1956-1974~seit 2012
CB~Cottbus, Stadt~Cottbus~BB~seit 1991~
CE~Celle, Stadt~Celle~NI~seit 1956~
CHA~Cham, Kreis~Cham~BY~seit 1956~
CLP~Cloppenburg, Kreis~Cloppenburg~NI~seit 1956~
CLZ*~ehem. Kreis Zellerfeld in Clausthal-Zellerfeld (jetzt GS)~Goslar~NI~1956-1972~seit 2012
CO~Coburg, Stadt und Kreis~Coburg~BY~seit 1956~
COC~Cochem-Zell, Kreis~Cochem~RP~seit 1956~
COE~Coesfeld, Kreis~Coesfeld~NW~seit 1956~
CR*~ehem. Kreis Crailsheim (jetzt SHA)~Schwäbisch-Hall~BW~1956-1976~seit 2014
CUX~Cuxhaven, Kreis~Cuxhaven~NI~seit 1956~
CW~Calw, Kreis~Calw~BW~seit 1956~
~~~~~
D~Düsseldorf, Stadt~Düsseldorf~NW~seit 1956~
DA~Darmstadt, Stadt~Darmstadt~HE~seit 1956~
~Darmstadt-Dieburg, Kreis~Darmstadt~HE~seit 1956~
DAH~Dachau, Kreis~Dachau~BY~seit 1956~
DAN~Lüchow-Dannenberg, Kreis~Lüchow~NI~seit 1956~
DAU~Vulkaneifel, Kreis~Daun~RP~seit 1956~
DBR*~ehem. Kreis Bad Doberan (jetzt LRO)~Güstrow~MV~1991-2012~seit 2013
DD~Dresden, Stadt~Dresden~SN~seit 1991~
DE~Dessau-Rosslau, Stadt~Dessau-Rosslau~ST~seit 1991~
DEG~Deggendorf, Kreis~Deggendorf~BY~seit 1956~
DEL~Delmenhorst, Kreis~Delmenhorst~NI~seit 1956~
DGF~Dingolfing-Landau, Kreis~Dingolfing~BY~seit 1956~
DH~Diepholz, Kreis~Diepholz~NI~seit 1956~
DI*~ehem. Kreis Dieburg (jetzt DA & OF)~Darmstadt~HE~1956-1976~seit 2013
DIL*~ehem. Kreis Dillenburg (später L, jetzt LDK)~Wetzlar~HE~1956-1976~seit 2014
DIN*~ehem. Kreis Dinslaken (jetzt WES)~Wesel~NW~1956-1974~seit 2012
DIZ*~ehem. Unterlahnkreis in Diez (jetzt EMS)~Bad Ems~RP~1956-1969~seit 2013
DKB*~ehem. Kreis Dinkelsbühl (jetzt AN)~Ansbach~BY~1956-1973~seit 2013
DL*~ehem. Kreis Döbeln (jetzt FG)~Freiberg~SN~1991-2008~seit 2012
DLG~Dillingen, Kreis~Dillingen~BY~seit 1956~
DM*~ehem. Kreis Demmin (jetzt MSE)~Neubrandenburg~MV~1991-2013~seit 2013
DN~Düren, Kreis~Düren~NW~seit 1956~
DO~Dortmund, Stadt~Dortmund~NW~seit 1956~
